year,measure_name,state,sex_name,age_name,cause_name,val,lower,upper,cause_name_clean,age_range
2021,deaths,bihar,Both,75-84 Years,"tracheal, bronchus, and lung cancer",101.4739337,64.2566016,150.7115425,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,arunachal pradesh,Both,15-49 Years,"tracheal, bronchus, and lung cancer",3.353917789,1.846808684,5.190511022,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,arunachal pradesh,Both,50-74 Years,"tracheal, bronchus, and lung cancer",17.04186014,9.386124391,27.52175975,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,bihar,Both,15-49 Years,chronic obstructive pulmonary disease,880.7121986,586.5794159,1188.877958,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,delhi,Both,2-4 Years,lower respiratory infections,12.1227349,1.774652921,24.76226109,lower_respiratory_infections,2–4
2021,deaths,delhi,Both,50-74 Years,lower respiratory infections,361.6115406,51.2773607,615.697829,lower_respiratory_infections,50–74
2021,deaths,bihar,Both,2-4 Years,lower respiratory infections,674.8611088,107.2872466,1234.825864,lower_respiratory_infections,2–4
2021,deaths,bihar,Both,50-74 Years,lower respiratory infections,4589.027537,726.9118057,7690.961869,lower_respiratory_infections,50–74
2021,deaths,bihar,Both,50-74 Years,chronic obstructive pulmonary disease,28351.52752,22298.51193,34761.81558,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,bihar,Both,75-84 Years,chronic obstructive pulmonary disease,23207.72331,18412.99702,28724.20327,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,arunachal pradesh,Both,75-84 Years,lower respiratory infections,18.44695843,2.598608879,33.43082638,lower_respiratory_infections,75–84
2021,deaths,delhi,Both,75-84 Years,lower respiratory infections,271.5631225,37.09755651,461.8260475,lower_respiratory_infections,75–84
2021,deaths,bihar,Both,75-84 Years,lower respiratory infections,3000.564992,431.9968909,5337.959407,lower_respiratory_infections,75–84
2021,deaths,delhi,Both,15-49 Years,chronic obstructive pulmonary disease,116.5613681,76.49423574,157.0421781,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,arunachal pradesh,Both,75-84 Years,"tracheal, bronchus, and lung cancer",4.058335643,2.155222979,6.173669163,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,delhi,Both,50-74 Years,chronic obstructive pulmonary disease,2968.545115,2233.875775,3766.448435,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,delhi,Both,75-84 Years,chronic obstructive pulmonary disease,2496.165159,1914.692107,3226.029076,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,assam,Both,5-14 Years,respiratory infections and tuberculosis,70.49578043,10.75911076,130.9579131,respiratory_infections_and_tuberculosis,5–14
2021,deaths,assam,Both,15-49 Years,respiratory infections and tuberculosis,288.1623105,44.64121881,512.5643529,respiratory_infections_and_tuberculosis,15–49
2021,deaths,arunachal pradesh,Both,15-49 Years,chronic respiratory diseases,7.385488841,4.301403832,11.15235053,chronic_respiratory_diseases,15–49
2021,deaths,goa,Both,5-14 Years,respiratory infections and tuberculosis,0.314459146,0.037827464,0.611538612,respiratory_infections_and_tuberculosis,5–14
2021,deaths,goa,Both,15-49 Years,respiratory infections and tuberculosis,3.656947458,0.517443039,7.208904095,respiratory_infections_and_tuberculosis,15–49
2021,deaths,arunachal pradesh,Both,50-74 Years,chronic respiratory diseases,109.4353003,64.73323386,160.4729068,chronic_respiratory_diseases,50–74
2021,deaths,andhra pradesh,Both,15-49 Years,"tracheal, bronchus, and lung cancer",58.30343273,32.1750412,89.11032834,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,andhra pradesh,Both,50-74 Years,"tracheal, bronchus, and lung cancer",351.4988814,198.6618833,536.3603587,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,assam,Both,5-14 Years,lower respiratory infections,70.49578043,10.75911076,130.9579131,lower_respiratory_infections,5–14
2021,deaths,assam,Both,15-49 Years,lower respiratory infections,288.1623105,44.64121881,512.5643529,lower_respiratory_infections,15–49
2021,deaths,andhra pradesh,Both,5-14 Years,lower respiratory infections,19.23931049,2.801053455,36.76129846,lower_respiratory_infections,5–14
2021,deaths,andhra pradesh,Both,15-49 Years,lower respiratory infections,157.0475736,20.46100961,302.0908522,lower_respiratory_infections,15–49
2021,deaths,chhattisgarh,Both,5-14 Years,respiratory infections and tuberculosis,64.93439605,7.260475029,141.2753709,respiratory_infections_and_tuberculosis,5–14
2021,deaths,chhattisgarh,Both,15-49 Years,respiratory infections and tuberculosis,369.3808935,56.17326717,654.1405513,respiratory_infections_and_tuberculosis,15–49
2021,deaths,goa,Both,5-14 Years,lower respiratory infections,0.314459146,0.037827464,0.611538612,lower_respiratory_infections,5–14
2021,deaths,goa,Both,15-49 Years,lower respiratory infections,3.656947458,0.517443039,7.208904095,lower_respiratory_infections,15–49
2021,deaths,assam,Both,2-4 Years,respiratory infections and tuberculosis,102.4831683,16.44986246,224.8456909,respiratory_infections_and_tuberculosis,2–4
2021,deaths,assam,Both,50-74 Years,respiratory infections and tuberculosis,1262.266457,189.1960754,2186.818056,respiratory_infections_and_tuberculosis,50–74
2021,deaths,assam,Both,75-84 Years,respiratory infections and tuberculosis,778.6123692,116.1963735,1397.490499,respiratory_infections_and_tuberculosis,75–84
2021,deaths,chhattisgarh,Both,5-14 Years,lower respiratory infections,64.93439605,7.260475029,141.2753709,lower_respiratory_infections,5–14
2021,deaths,chhattisgarh,Both,15-49 Years,lower respiratory infections,369.3808935,56.17326717,654.1405513,lower_respiratory_infections,15–49
2021,deaths,chhattisgarh,Both,15-49 Years,chronic respiratory diseases,355.7973705,251.7661477,474.4665064,chronic_respiratory_diseases,15–49
2021,deaths,chhattisgarh,Both,50-74 Years,chronic respiratory diseases,8234.776316,6446.44461,10374.37176,chronic_respiratory_diseases,50–74
2021,deaths,goa,Both,15-49 Years,non-communicable diseases,56.11893455,38.27633041,79.35713266,non_communicable_diseases,15–49
2021,deaths,goa,Both,50-74 Years,non-communicable diseases,620.1503964,441.6929959,837.4057537,non_communicable_diseases,50–74
2021,deaths,goa,Both,15-49 Years,"tracheal, bronchus, and lung cancer",1.335628118,0.750365279,2.086421867,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,goa,Both,50-74 Years,"tracheal, bronchus, and lung cancer",9.51642716,5.145766907,14.72071747,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,andhra pradesh,Both,5-14 Years,respiratory infections and tuberculosis,19.23931049,2.801053455,36.76129846,respiratory_infections_and_tuberculosis,5–14
2021,deaths,andhra pradesh,Both,15-49 Years,respiratory infections and tuberculosis,157.0475736,20.46100961,302.0908522,respiratory_infections_and_tuberculosis,15–49
2021,deaths,andhra pradesh,Both,75-84 Years,"tracheal, bronchus, and lung cancer",104.4752988,59.03854196,155.8296747,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,chhattisgarh,Both,75-84 Years,chronic respiratory diseases,4840.283303,3759.088212,6010.12418,chronic_respiratory_diseases,75–84
2021,deaths,arunachal pradesh,Both,15-49 Years,chronic obstructive pulmonary disease,7.385488841,4.301403832,11.15235053,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,arunachal pradesh,Both,50-74 Years,chronic obstructive pulmonary disease,109.4353003,64.73323386,160.4729068,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,arunachal pradesh,Both,75-84 Years,chronic obstructive pulmonary disease,92.14722069,55.44881526,135.4961657,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,chhattisgarh,Both,15-49 Years,non-communicable diseases,3265.220084,2454.433598,4126.689121,non_communicable_diseases,15–49
2021,deaths,chhattisgarh,Both,50-74 Years,non-communicable diseases,27390.23515,21854.48809,33442.53426,non_communicable_diseases,50–74
2021,deaths,andhra pradesh,Both,15-49 Years,chronic respiratory diseases,308.523895,195.9748529,461.7393798,chronic_respiratory_diseases,15–49
2021,deaths,andhra pradesh,Both,50-74 Years,chronic respiratory diseases,8476.249928,5863.800077,12098.29545,chronic_respiratory_diseases,50–74
2021,deaths,andhra pradesh,Both,75-84 Years,chronic respiratory diseases,7899.597423,5507.968016,10884.50149,chronic_respiratory_diseases,75–84
2021,deaths,goa,Both,2-4 Years,respiratory infections and tuberculosis,0.320440894,0.039556637,0.717238469,respiratory_infections_and_tuberculosis,2–4
2021,deaths,goa,Both,50-74 Years,respiratory infections and tuberculosis,31.04542454,4.183107914,60.52360915,respiratory_infections_and_tuberculosis,50–74
2021,deaths,goa,Both,75-84 Years,respiratory infections and tuberculosis,30.33361505,4.801521284,58.25615907,respiratory_infections_and_tuberculosis,75–84
2021,deaths,goa,Both,75-84 Years,"tracheal, bronchus, and lung cancer",2.979211901,1.629722072,4.632939456,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,assam,Both,15-49 Years,chronic respiratory diseases,353.3206439,252.0819234,478.4425683,chronic_respiratory_diseases,15–49
2021,deaths,assam,Both,50-74 Years,chronic respiratory diseases,6539.808659,5056.756074,8227.778649,chronic_respiratory_diseases,50–74
2021,deaths,goa,Both,2-4 Years,lower respiratory infections,0.320440894,0.039556637,0.717238469,lower_respiratory_infections,2–4
2021,deaths,goa,Both,50-74 Years,lower respiratory infections,31.04542454,4.183107914,60.52360915,lower_respiratory_infections,50–74
2021,deaths,assam,Both,75-84 Years,chronic respiratory diseases,4982.749767,3919.131159,6091.725488,chronic_respiratory_diseases,75–84
2021,deaths,assam,Both,15-49 Years,"tracheal, bronchus, and lung cancer",85.66363588,52.56801393,125.458857,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,assam,Both,50-74 Years,"tracheal, bronchus, and lung cancer",527.3770903,327.1618245,779.2178393,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,goa,Both,75-84 Years,lower respiratory infections,30.33361505,4.801521284,58.25615907,lower_respiratory_infections,75–84
2021,deaths,andhra pradesh,Both,2-4 Years,lower respiratory infections,16.09667335,2.81326097,32.57961751,lower_respiratory_infections,2–4
2021,deaths,andhra pradesh,Both,50-74 Years,lower respiratory infections,1220.886309,164.7833953,2337.809098,lower_respiratory_infections,50–74
2021,deaths,goa,Both,75-84 Years,non-communicable diseases,453.3966729,332.5465589,594.5655659,non_communicable_diseases,75–84
2021,deaths,chhattisgarh,Both,15-49 Years,chronic obstructive pulmonary disease,355.7973705,251.7661477,474.4665064,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,assam,Both,15-49 Years,non-communicable diseases,2638.636176,2148.848186,3225.910207,non_communicable_diseases,15–49
2021,deaths,assam,Both,50-74 Years,non-communicable diseases,19142.75293,15877.96973,22988.10647,non_communicable_diseases,50–74
2021,deaths,gujarat,Both,15-49 Years,"tracheal, bronchus, and lung cancer",145.2789257,87.27600987,216.9025426,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,gujarat,Both,50-74 Years,"tracheal, bronchus, and lung cancer",951.0430049,577.6346563,1401.372986,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,assam,Both,75-84 Years,"tracheal, bronchus, and lung cancer",97.87038283,61.71461861,142.0877423,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,gujarat,Both,75-84 Years,"tracheal, bronchus, and lung cancer",182.0659829,108.8922323,269.8250857,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,chhattisgarh,Both,50-74 Years,chronic obstructive pulmonary disease,8234.776316,6446.44461,10374.37176,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,chhattisgarh,Both,75-84 Years,chronic obstructive pulmonary disease,4840.283303,3759.088212,6010.12418,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,chhattisgarh,Both,15-49 Years,"tracheal, bronchus, and lung cancer",64.12119295,36.86784043,94.22468039,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,chhattisgarh,Both,50-74 Years,"tracheal, bronchus, and lung cancer",360.6181681,216.2303966,518.9505751,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,chhattisgarh,Both,75-84 Years,"tracheal, bronchus, and lung cancer",57.30947447,33.46327376,81.7876324,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,chhattisgarh,Both,2-4 Years,respiratory infections and tuberculosis,61.47886489,8.040918174,137.7330103,respiratory_infections_and_tuberculosis,2–4
2021,deaths,chhattisgarh,Both,50-74 Years,respiratory infections and tuberculosis,2060.646052,338.6574735,3662.595485,respiratory_infections_and_tuberculosis,50–74
2021,deaths,chhattisgarh,Both,75-84 Years,respiratory infections and tuberculosis,1030.682494,158.4949382,1816.101358,respiratory_infections_and_tuberculosis,75–84
2021,deaths,goa,Both,15-49 Years,chronic respiratory diseases,2.789729356,1.672432685,4.372997815,chronic_respiratory_diseases,15–49
2021,deaths,goa,Both,50-74 Years,chronic respiratory diseases,90.33001886,57.5224208,128.5404876,chronic_respiratory_diseases,50–74
2021,deaths,andhra pradesh,Both,75-84 Years,lower respiratory infections,1113.395017,157.1890839,2046.164365,lower_respiratory_infections,75–84
2021,deaths,chhattisgarh,Both,2-4 Years,lower respiratory infections,61.47886489,8.040918174,137.7330103,lower_respiratory_infections,2–4
2021,deaths,chhattisgarh,Both,50-74 Years,lower respiratory infections,2060.646052,338.6574735,3662.595485,lower_respiratory_infections,50–74
2021,deaths,chhattisgarh,Both,75-84 Years,lower respiratory infections,1030.682494,158.4949382,1816.101358,lower_respiratory_infections,75–84
2021,deaths,assam,Both,2-4 Years,lower respiratory infections,102.4831683,16.44986246,224.8456909,lower_respiratory_infections,2–4
2021,deaths,assam,Both,50-74 Years,lower respiratory infections,1262.266457,189.1960754,2186.818056,lower_respiratory_infections,50–74
2021,deaths,assam,Both,75-84 Years,lower respiratory infections,778.6123692,116.1963735,1397.490499,lower_respiratory_infections,75–84
2021,deaths,andhra pradesh,Both,15-49 Years,chronic obstructive pulmonary disease,308.523895,195.9748529,461.7393798,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,andhra pradesh,Both,2-4 Years,respiratory infections and tuberculosis,16.09667335,2.81326097,32.57961751,respiratory_infections_and_tuberculosis,2–4
2021,deaths,andhra pradesh,Both,50-74 Years,respiratory infections and tuberculosis,1220.886309,164.7833953,2337.809098,respiratory_infections_and_tuberculosis,50–74
2021,deaths,andhra pradesh,Both,75-84 Years,respiratory infections and tuberculosis,1113.395017,157.1890839,2046.164365,respiratory_infections_and_tuberculosis,75–84
2021,deaths,andhra pradesh,Both,15-49 Years,non-communicable diseases,3777.459376,2593.692927,5202.879951,non_communicable_diseases,15–49
2021,deaths,andhra pradesh,Both,50-74 Years,non-communicable diseases,30860.95448,22468.15267,41007.24745,non_communicable_diseases,50–74
2021,deaths,himachal pradesh,Both,15-49 Years,"tracheal, bronchus, and lung cancer",19.40578045,10.99550369,29.48896152,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,himachal pradesh,Both,50-74 Years,"tracheal, bronchus, and lung cancer",120.1886568,70.11883674,187.2222097,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,arunachal pradesh,Both,50-74 Years,respiratory infections and tuberculosis,24.82359137,3.295055136,46.96538068,respiratory_infections_and_tuberculosis,50–74
2021,deaths,assam,Both,15-49 Years,chronic obstructive pulmonary disease,353.3206439,252.0819234,478.4425683,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,himachal pradesh,Both,75-84 Years,"tracheal, bronchus, and lung cancer",23.60019388,13.36007016,37.1638538,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,arunachal pradesh,Both,75-84 Years,respiratory infections and tuberculosis,18.44695843,2.598608879,33.43082638,respiratory_infections_and_tuberculosis,75–84
2021,deaths,andhra pradesh,Both,50-74 Years,chronic obstructive pulmonary disease,8476.249928,5863.800077,12098.29545,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,andhra pradesh,Both,75-84 Years,chronic obstructive pulmonary disease,7899.597423,5507.968016,10884.50149,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,chhattisgarh,Both,75-84 Years,non-communicable diseases,10870.04566,9068.911058,12758.75115,non_communicable_diseases,75–84
2021,deaths,assam,Both,75-84 Years,non-communicable diseases,9473.777491,7966.317396,11206.01973,non_communicable_diseases,75–84
2021,deaths,goa,Both,75-84 Years,chronic respiratory diseases,99.83513473,63.07111396,141.7698237,chronic_respiratory_diseases,75–84
2021,deaths,assam,Both,50-74 Years,chronic obstructive pulmonary disease,6539.808659,5056.756074,8227.778649,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,assam,Both,75-84 Years,chronic obstructive pulmonary disease,4982.749767,3919.131159,6091.725488,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,andhra pradesh,Both,75-84 Years,non-communicable diseases,19816.22038,15267.9749,25684.67132,non_communicable_diseases,75–84
2021,deaths,himachal pradesh,Both,2-4 Years,lower respiratory infections,5.131048876,0.77983487,11.14744014,lower_respiratory_infections,2–4
2021,deaths,himachal pradesh,Both,50-74 Years,lower respiratory infections,197.0499715,30.41711121,360.5996862,lower_respiratory_infections,50–74
2021,deaths,himachal pradesh,Both,15-49 Years,chronic obstructive pulmonary disease,80.61041453,51.86617801,111.9134774,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,himachal pradesh,Both,50-74 Years,chronic obstructive pulmonary disease,2429.569908,1633.793925,3384.126779,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,himachal pradesh,Both,75-84 Years,chronic obstructive pulmonary disease,1972.588464,1299.88367,2710.195166,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,himachal pradesh,Both,75-84 Years,lower respiratory infections,152.6041927,21.83089799,273.9670637,lower_respiratory_infections,75–84
2021,deaths,gujarat,Both,15-49 Years,chronic obstructive pulmonary disease,719.0854453,489.2385959,964.2538486,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,gujarat,Both,50-74 Years,chronic obstructive pulmonary disease,17542.0025,12723.86056,22447.20278,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,gujarat,Both,75-84 Years,chronic obstructive pulmonary disease,14335.24488,10523.73061,18364.08313,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,gujarat,Both,2-4 Years,lower respiratory infections,76.19863036,12.38247073,145.548683,lower_respiratory_infections,2–4
2021,deaths,gujarat,Both,50-74 Years,lower respiratory infections,2292.48318,375.5401265,4029.070855,lower_respiratory_infections,50–74
2021,deaths,gujarat,Both,75-84 Years,lower respiratory infections,1414.495887,206.7459337,2482.776508,lower_respiratory_infections,75–84
2021,deaths,bihar,Both,5-14 Years,lower respiratory infections,456.3513649,71.09457428,770.9721069,lower_respiratory_infections,5–14
2021,deaths,bihar,Both,15-49 Years,lower respiratory infections,1057.988164,163.3813585,1681.066061,lower_respiratory_infections,15–49
2021,deaths,goa,Both,15-49 Years,chronic obstructive pulmonary disease,2.789729356,1.672432685,4.372997815,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,jharkhand,Both,2-4 Years,lower respiratory infections,69.42152159,11.26282951,140.3695882,lower_respiratory_infections,2–4
2021,deaths,jharkhand,Both,50-74 Years,lower respiratory infections,1233.315663,184.6877712,2080.55214,lower_respiratory_infections,50–74
2021,deaths,goa,Both,50-74 Years,chronic obstructive pulmonary disease,90.33001886,57.5224208,128.5404876,chronic_obstructive_pulmonary_disease,50–74
2021,deaths,goa,Both,75-84 Years,chronic obstructive pulmonary disease,99.83513473,63.07111396,141.7698237,chronic_obstructive_pulmonary_disease,75–84
2021,deaths,jharkhand,Both,75-84 Years,lower respiratory infections,580.5671231,85.58164859,1017.304155,lower_respiratory_infections,75–84
2021,deaths,delhi,Both,5-14 Years,lower respiratory infections,12.29156141,1.704299284,21.2049163,lower_respiratory_infections,5–14
2021,deaths,delhi,Both,15-49 Years,lower respiratory infections,69.31557921,9.725579696,119.5297511,lower_respiratory_infections,15–49
2021,deaths,delhi,Both,15-49 Years,non-communicable diseases,1291.218141,947.2050847,1672.604594,non_communicable_diseases,15–49
2021,deaths,delhi,Both,50-74 Years,non-communicable diseases,10225.09039,8458.270736,12212.64731,non_communicable_diseases,50–74
2021,deaths,arunachal pradesh,Both,5-14 Years,lower respiratory infections,1.578222941,0.241308626,2.942727459,lower_respiratory_infections,5–14
2021,deaths,arunachal pradesh,Both,15-49 Years,lower respiratory infections,6.775080247,0.926905981,12.49828864,lower_respiratory_infections,15–49
2021,deaths,arunachal pradesh,Both,2-4 Years,lower respiratory infections,3.987417476,0.552721162,9.353424409,lower_respiratory_infections,2–4
2021,deaths,arunachal pradesh,Both,50-74 Years,lower respiratory infections,24.82359137,3.295055136,46.96538068,lower_respiratory_infections,50–74
2021,deaths,kerala,Both,2-4 Years,lower respiratory infections,4.389336429,0.500853298,10.04263879,lower_respiratory_infections,2–4
2021,deaths,kerala,Both,50-74 Years,lower respiratory infections,595.7839991,79.97751732,1153.926142,lower_respiratory_infections,50–74
2021,deaths,kerala,Both,75-84 Years,lower respiratory infections,461.2557299,62.59875214,902.0432788,lower_respiratory_infections,75–84
2021,deaths,haryana,Both,15-49 Years,"tracheal, bronchus, and lung cancer",81.20873104,50.11481103,119.6451081,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,haryana,Both,50-74 Years,"tracheal, bronchus, and lung cancer",394.3382306,241.5727024,571.1017865,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,haryana,Both,75-84 Years,"tracheal, bronchus, and lung cancer",74.99715463,44.46257383,109.4804424,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,karnataka,Both,15-49 Years,"tracheal, bronchus, and lung cancer",120.9381799,71.30224489,181.1498787,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,karnataka,Both,50-74 Years,"tracheal, bronchus, and lung cancer",674.1213374,398.3042959,1007.443504,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,jammu and kashmir,Both,15-49 Years,"tracheal, bronchus, and lung cancer",61.7579882,38.14849804,93.24333319,tracheal_bronchus_and_lung_cancer,15–49
2021,deaths,jammu and kashmir,Both,50-74 Years,"tracheal, bronchus, and lung cancer",281.0576287,171.104489,406.061113,tracheal_bronchus_and_lung_cancer,50–74
2021,deaths,karnataka,Both,75-84 Years,"tracheal, bronchus, and lung cancer",176.7464951,102.8092108,268.98957,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,jammu and kashmir,Both,75-84 Years,"tracheal, bronchus, and lung cancer",70.05790378,42.51675852,99.13457285,tracheal_bronchus_and_lung_cancer,75–84
2021,deaths,delhi,Both,75-84 Years,non-communicable diseases,5957.072357,5028.397283,7059.695369,non_communicable_diseases,75–84
2021,deaths,bihar,Both,5-14 Years,respiratory infections and tuberculosis,456.3513649,71.09457428,770.9721069,respiratory_infections_and_tuberculosis,5–14
2021,deaths,bihar,Both,15-49 Years,respiratory infections and tuberculosis,1057.988164,163.3813585,1681.066061,respiratory_infections_and_tuberculosis,15–49
2021,deaths,haryana,Both,15-49 Years,chronic respiratory diseases,265.77864,187.5341911,347.2222244,chronic_respiratory_diseases,15–49
2021,deaths,haryana,Both,50-74 Years,chronic respiratory diseases,6675.344179,5272.321449,8362.626735,chronic_respiratory_diseases,50–74
2021,deaths,haryana,Both,75-84 Years,chronic respiratory diseases,4693.602829,3624.304807,5790.806166,chronic_respiratory_diseases,75–84
2021,deaths,gujarat,Both,5-14 Years,lower respiratory infections,71.16894616,10.2585576,127.064698,lower_respiratory_infections,5–14
2021,deaths,gujarat,Both,15-49 Years,lower respiratory infections,391.4868831,60.86893792,680.7739486,lower_respiratory_infections,15–49
2021,deaths,jammu and kashmir,Both,15-49 Years,chronic respiratory diseases,162.1039472,116.5256717,215.8514735,chronic_respiratory_diseases,15–49
2021,deaths,jammu and kashmir,Both,50-74 Years,chronic respiratory diseases,3430.922651,2553.221072,4427.692381,chronic_respiratory_diseases,50–74
2021,deaths,delhi,Both,5-14 Years,respiratory infections and tuberculosis,12.29156141,1.704299284,21.2049163,respiratory_infections_and_tuberculosis,5–14
2021,deaths,delhi,Both,15-49 Years,respiratory infections and tuberculosis,69.31557921,9.725579696,119.5297511,respiratory_infections_and_tuberculosis,15–49
2021,deaths,jammu and kashmir,Both,75-84 Years,chronic respiratory diseases,2989.001838,2181.915195,3766.688923,chronic_respiratory_diseases,75–84
2021,deaths,haryana,Both,15-49 Years,chronic obstructive pulmonary disease,265.77864,187.5341911,347.2222244,chronic_obstructive_pulmonary_disease,15–49
2021,deaths,bihar,Both,2-4 Years,respiratory infections and tuberculosis,674.8611088,107.2872466,1234.825864,respiratory_infections_and_tuberculosis,2–4
2021,deaths,bihar,Both,50-74 Years,respiratory infections and tuberculosis,4589.027537,726.9118057,7690.961869,respiratory_infections_and_tuberculosis,50–74
2021,deaths,bihar,Both,75-84 Years,respiratory infections and tuberculosis,3000.564992,431.9968909,5337.959407,respiratory_infections_and_tuberculosis,75–84
2021,deaths,arunachal pradesh,Both,75-84 Years,non-communicable diseases,190.920717,127.7276924,255.5267537,non_communicable_diseases,75–84
2021,deaths,karnataka,Both,15-49 Years,chronic respiratory diseases,528.619969,341.9587435,747.4833369,chronic_respiratory_diseases,15–49
2021,deaths,karnataka,Both,50-74 Years,chronic respiratory diseases,13950.36752,9459.017859,18899.29045,chronic_respiratory_diseases,50–74
2021,deaths,karnataka,Both,75-84 Years,chronic respiratory diseases,13595.70685,9100.897639,18371.63739,chronic_respiratory_diseases,75–84
